YEARMAKE,MODEL,TRIM,STOCK,VIN,@QR,QRYEARMODEL,QRSTOCK,@QR2,MISC
2025 Honda,Civic Sedan,4D LX,2025 Civic Sedan - 251009,NEW - 2HGFE2F28SH582686,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1346.PNG,2025 Civic Sedan - 251009,NEW - 2HGFE2F28SH582686,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1346.PNG,2025 Civic Sedan - 251009 - NEW - 2HGFE2F28SH582686
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250820,NEW - 2HGFE2F53SH566647,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1347.PNG,2025 Civic Sedan - 250820,NEW - 2HGFE2F53SH566647,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1347.PNG,2025 Civic Sedan - 250820 - NEW - 2HGFE2F53SH566647
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250802,NEW - 2HGFE2F51SH564508,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1348.PNG,2025 Civic Sedan - 250802,NEW - 2HGFE2F51SH564508,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1348.PNG,2025 Civic Sedan - 250802 - NEW - 2HGFE2F51SH564508
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250964,NEW - 2HGFE2F56SH578887,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1349.PNG,2025 Civic Sedan - 250964,NEW - 2HGFE2F56SH578887,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1349.PNG,2025 Civic Sedan - 250964 - NEW - 2HGFE2F56SH578887
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250966,NEW - 2HGFE2F53SH579091,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1350.PNG,2025 Civic Sedan - 250966,NEW - 2HGFE2F53SH579091,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1350.PNG,2025 Civic Sedan - 250966 - NEW - 2HGFE2F53SH579091
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250965,NEW - 2HGFE2F53SH579074,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1351.PNG,2025 Civic Sedan - 250965,NEW - 2HGFE2F53SH579074,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1351.PNG,2025 Civic Sedan - 250965 - NEW - 2HGFE2F53SH579074
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250963,NEW - 2HGFE2F52SH578871,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1352.PNG,2025 Civic Sedan - 250963,NEW - 2HGFE2F52SH578871,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1352.PNG,2025 Civic Sedan - 250963 - NEW - 2HGFE2F52SH578871
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250696,NEW - 19XFL2H80SE012280,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1353.PNG,2025 Civic Hatchback - 250696,NEW - 19XFL2H80SE012280,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1353.PNG,2025 Civic Hatchback - 250696 - NEW - 19XFL2H80SE012280
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250858,NEW - 19XFL2H86SE017354,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1354.PNG,2025 Civic Hatchback - 250858,NEW - 19XFL2H86SE017354,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1354.PNG,2025 Civic Hatchback - 250858 - NEW - 19XFL2H86SE017354
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250808,NEW - 19XFL2H85SE015806,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1355.PNG,2025 Civic Hatchback - 250808,NEW - 19XFL2H85SE015806,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1355.PNG,2025 Civic Hatchback - 250808 - NEW - 19XFL2H85SE015806
2025 Honda,HR-V,AWD LX,2025 HR-V - 250702,NEW - 3CZRZ2H34SM763544,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1356.PNG,2025 HR-V - 250702,NEW - 3CZRZ2H34SM763544,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1356.PNG,2025 HR-V - 250702 - NEW - 3CZRZ2H34SM763544
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250879,NEW - 2HGFE2F59SH572811,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1357.PNG,2025 Civic Sedan - 250879,NEW - 2HGFE2F59SH572811,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1357.PNG,2025 Civic Sedan - 250879 - NEW - 2HGFE2F59SH572811
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250962,NEW - 2HGFE2F58SH578437,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1358.PNG,2025 Civic Sedan - 250962,NEW - 2HGFE2F58SH578437,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1358.PNG,2025 Civic Sedan - 250962 - NEW - 2HGFE2F58SH578437
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250970,NEW - 2HGFE2F54SH580217,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1359.PNG,2025 Civic Sedan - 250970,NEW - 2HGFE2F54SH580217,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1359.PNG,2025 Civic Sedan - 250970 - NEW - 2HGFE2F54SH580217
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250961,NEW - 2HGFE2F52SH578417,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1360.PNG,2025 Civic Sedan - 250961,NEW - 2HGFE2F52SH578417,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1360.PNG,2025 Civic Sedan - 250961 - NEW - 2HGFE2F52SH578417
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251008,NEW - 2HGFE2F51SH582782,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1361.PNG,2025 Civic Sedan - 251008,NEW - 2HGFE2F51SH582782,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1361.PNG,2025 Civic Sedan - 251008 - NEW - 2HGFE2F51SH582782
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250983,NEW - 2HGFE2F50SH581963,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1362.PNG,2025 Civic Sedan - 250983,NEW - 2HGFE2F50SH581963,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1362.PNG,2025 Civic Sedan - 250983 - NEW - 2HGFE2F50SH581963
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250433,NEW - 19XFL2H87SE003687,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1363.PNG,2025 Civic Hatchback - 250433,NEW - 19XFL2H87SE003687,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1363.PNG,2025 Civic Hatchback - 250433 - NEW - 19XFL2H87SE003687
2025 Honda,Accord Sedan,1.5T LX,2025 Accord Sedan - 250524,NEW - 1HGCY1F26SA008347,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1364.PNG,2025 Accord Sedan - 250524,NEW - 1HGCY1F26SA008347,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1364.PNG,2025 Accord Sedan - 250524 - NEW - 1HGCY1F26SA008347
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250976,NEW - 19XFL2H86SE004359,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1365.PNG,2025 Civic Hatchback - 250976,NEW - 19XFL2H86SE004359,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1365.PNG,2025 Civic Hatchback - 250976 - NEW - 19XFL2H86SE004359
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250930,NEW - 19XFL2H84SE020110,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1366.PNG,2025 Civic Hatchback - 250930,NEW - 19XFL2H84SE020110,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1366.PNG,2025 Civic Hatchback - 250930 - NEW - 19XFL2H84SE020110
2025 Honda,HR-V,2WD SPORT,2025 HR-V - 250979,NEW - 3CZRZ1H53SM749159,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1367.PNG,2025 HR-V - 250979,NEW - 3CZRZ1H53SM749159,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1367.PNG,2025 HR-V - 250979 - NEW - 3CZRZ1H53SM749159
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250921,NEW - 19XFL2H89SE019924,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1368.PNG,2025 Civic Hatchback - 250921,NEW - 19XFL2H89SE019924,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1368.PNG,2025 Civic Hatchback - 250921 - NEW - 19XFL2H89SE019924
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250877,NEW - 19XFL2H89SE018188,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1369.PNG,2025 Civic Hatchback - 250877,NEW - 19XFL2H89SE018188,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1369.PNG,2025 Civic Hatchback - 250877 - NEW - 19XFL2H89SE018188
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250931,NEW - 19XFL2H85SE020407,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1370.PNG,2025 Civic Hatchback - 250931,NEW - 19XFL2H85SE020407,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1370.PNG,2025 Civic Hatchback - 250931 - NEW - 19XFL2H85SE020407
2025 Honda,Accord Sedan,1.5T LX,2025 Accord Sedan - 250909,NEW - 1HGCY1F24SA016754,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1371.PNG,2025 Accord Sedan - 250909,NEW - 1HGCY1F24SA016754,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1371.PNG,2025 Accord Sedan - 250909 - NEW - 1HGCY1F24SA016754
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250764,NEW - 3CZRZ2H53SM750558,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1372.PNG,2025 HR-V - 250764,NEW - 3CZRZ2H53SM750558,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1372.PNG,2025 HR-V - 250764 - NEW - 3CZRZ2H53SM750558
2025 Honda,Accord Sedan,1.5T LX,2025 Accord Sedan - 250941,NEW - 1HGCY1F26SA016593,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1373.PNG,2025 Accord Sedan - 250941,NEW - 1HGCY1F26SA016593,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1373.PNG,2025 Accord Sedan - 250941 - NEW - 1HGCY1F26SA016593
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250536,NEW - 3CZRZ2H57SM700830,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1374.PNG,2025 HR-V - 250536,NEW - 3CZRZ2H57SM700830,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1374.PNG,2025 HR-V - 250536 - NEW - 3CZRZ2H57SM700830
2025 Honda,Civic Sedan,4D HYBRID SPORT,2025 Civic Sedan - 250886,NEW - 2HGFE4F83SH331297,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1375.PNG,2025 Civic Sedan - 250886,NEW - 2HGFE4F83SH331297,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1375.PNG,2025 Civic Sedan - 250886 - NEW - 2HGFE4F83SH331297
2025 Honda,Civic Sedan,4D HYBRID SPORT,2025 Civic Sedan - 250924,NEW - 2HGFE4F81SH332576,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1376.PNG,2025 Civic Sedan - 250924,NEW - 2HGFE4F81SH332576,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1376.PNG,2025 Civic Sedan - 250924 - NEW - 2HGFE4F81SH332576
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250701,NEW - 3CZRZ2H50SM763980,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1377.PNG,2025 HR-V - 250701,NEW - 3CZRZ2H50SM763980,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1377.PNG,2025 HR-V - 250701 - NEW - 3CZRZ2H50SM763980
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250956,NEW - 3CZRZ2H55SM781620,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1378.PNG,2025 HR-V - 250956,NEW - 3CZRZ2H55SM781620,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1378.PNG,2025 HR-V - 250956 - NEW - 3CZRZ2H55SM781620
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250939,NEW - 3CZRZ2H54SM776358,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1379.PNG,2025 HR-V - 250939,NEW - 3CZRZ2H54SM776358,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1379.PNG,2025 HR-V - 250939 - NEW - 3CZRZ2H54SM776358
2025 Honda,HR-V,Sport,2025 HR-V - 250815,NEW - 3CZRZ2H51SM772090,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1380.PNG,2025 HR-V - 250815,NEW - 3CZRZ2H51SM772090,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1380.PNG,2025 HR-V - 250815 - NEW - 3CZRZ2H51SM772090
2025 Honda,Civic Sedan,4D HYBRID SPORT,2025 Civic Sedan - 250894,NEW - 2HGFE4F89SH331885,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1381.PNG,2025 Civic Sedan - 250894,NEW - 2HGFE4F89SH331885,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1381.PNG,2025 Civic Sedan - 250894 - NEW - 2HGFE4F89SH331885
2025 Honda,Civic Hybrid,Sport,2025 Civic Hybrid - 250887,NEW - 2HGFE4F87SH331478,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1382.PNG,2025 Civic Hybrid - 250887,NEW - 2HGFE4F87SH331478,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1382.PNG,2025 Civic Hybrid - 250887 - NEW - 2HGFE4F87SH331478
2025 Honda,Civic Hatchback,HYB SPORT,2025 Civic Hatchback - 250844,NEW - 19XFL4H80SE010461,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1383.PNG,2025 Civic Hatchback - 250844,NEW - 19XFL4H80SE010461,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1383.PNG,2025 Civic Hatchback - 250844 - NEW - 19XFL4H80SE010461
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251001,NEW - 3CZRZ2H5XSM784979,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1384.PNG,2025 HR-V - 251001,NEW - 3CZRZ2H5XSM784979,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1384.PNG,2025 HR-V - 251001 - NEW - 3CZRZ2H5XSM784979
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250988,NEW - 3CZRZ2H57SM784230,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1385.PNG,2025 HR-V - 250988,NEW - 3CZRZ2H57SM784230,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1385.PNG,2025 HR-V - 250988 - NEW - 3CZRZ2H57SM784230
2025 Honda,Civic Hybrid,Sport,2025 Civic Hybrid - 250972,NEW - 19XFL4H83SE013631,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1386.PNG,2025 Civic Hybrid - 250972,NEW - 19XFL4H83SE013631,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1386.PNG,2025 Civic Hybrid - 250972 - NEW - 19XFL4H83SE013631
2025 Honda,Civic Hybrid,Sport Touring,2025 Civic Hybrid - 250796,NEW - 2HGFE4F80SH316143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1387.PNG,2025 Civic Hybrid - 250796,NEW - 2HGFE4F80SH316143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1387.PNG,2025 Civic Hybrid - 250796 - NEW - 2HGFE4F80SH316143
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 250980,NEW - 1HGCY1F49SA021367,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1388.PNG,2025 Accord Sedan - 250980,NEW - 1HGCY1F49SA021367,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1388.PNG,2025 Accord Sedan - 250980 - NEW - 1HGCY1F49SA021367
2025 Honda,HR-V,AWD EX-L,2025 HR-V - 250967,NEW - 3CZRZ2H79SM782660,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1389.PNG,2025 HR-V - 250967,NEW - 3CZRZ2H79SM782660,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1389.PNG,2025 HR-V - 250967 - NEW - 3CZRZ2H79SM782660
2025 Honda,HR-V,AWD EX-L,2025 HR-V - 250987,NEW - 3CZRZ2H77SM782141,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1390.PNG,2025 HR-V - 250987,NEW - 3CZRZ2H77SM782141,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1390.PNG,2025 HR-V - 250987 - NEW - 3CZRZ2H77SM782141
2025 Honda,HR-V,AWD EX-L,2025 HR-V - 250940,NEW - 3CZRZ2H71SM780658,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1391.PNG,2025 HR-V - 250940,NEW - 3CZRZ2H71SM780658,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1391.PNG,2025 HR-V - 250940 - NEW - 3CZRZ2H71SM780658
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 250916,NEW - 2HGFE4F84SH332264,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1392.PNG,2025 Civic Sedan - 250916,NEW - 2HGFE4F84SH332264,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1392.PNG,2025 Civic Sedan - 250916 - NEW - 2HGFE4F84SH332264
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 250867,NEW - 1HGCY2F55SA026306,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1393.PNG,2025 Accord Sedan - 250867,NEW - 1HGCY2F55SA026306,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1393.PNG,2025 Accord Sedan - 250867 - NEW - 1HGCY2F55SA026306
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 250830,NEW - 1HGCY2F50SA024916,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1394.PNG,2025 Accord Sedan - 250830,NEW - 1HGCY2F50SA024916,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1394.PNG,2025 Accord Sedan - 250830 - NEW - 1HGCY2F50SA024916
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 250899,NEW - 1HGCY2F58SA028583,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1395.PNG,2025 Accord Sedan - 250899,NEW - 1HGCY2F58SA028583,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1395.PNG,2025 Accord Sedan - 250899 - NEW - 1HGCY2F58SA028583
2025 Honda,CR-V,1.5T AWD EX,2025 CR-V - 250993,NEW - 7FARS4H44SE016307,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1396.PNG,2025 CR-V - 250993,NEW - 7FARS4H44SE016307,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1396.PNG,2025 CR-V - 250993 - NEW - 7FARS4H44SE016307
2025 Honda,CR-V,1.5T AWD EX,2025 CR-V - 250994,NEW - 7FARS4H42SE015186,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1397.PNG,2025 CR-V - 250994,NEW - 7FARS4H42SE015186,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1397.PNG,2025 CR-V - 250994 - NEW - 7FARS4H42SE015186
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251011,NEW - 1HGCY2F65SA037122,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1398.PNG,2025 Accord Sedan - 251011,NEW - 1HGCY2F65SA037122,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1398.PNG,2025 Accord Sedan - 251011 - NEW - 1HGCY2F65SA037122
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251012,NEW - 1HGCY2F62SA037157,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1399.PNG,2025 Accord Sedan - 251012,NEW - 1HGCY2F62SA037157,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1399.PNG,2025 Accord Sedan - 251012 - NEW - 1HGCY2F62SA037157
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 250974,NEW - 1HGCY2F72SA034431,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1400.PNG,2025 Accord Sedan - 250974,NEW - 1HGCY2F72SA034431,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1400.PNG,2025 Accord Sedan - 250974 - NEW - 1HGCY2F72SA034431
2025 Honda,CR-V,1.5T 2WD EX-L,2025 CR-V - 251005,NEW - 2HKRS3H74SH331318,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1401.PNG,2025 CR-V - 251005,NEW - 2HKRS3H74SH331318,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1401.PNG,2025 CR-V - 251005 - NEW - 2HKRS3H74SH331318
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 250973,NEW - 1HGCY2F76SA033945,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1402.PNG,2025 Accord Sedan - 250973,NEW - 1HGCY2F76SA033945,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1402.PNG,2025 Accord Sedan - 250973 - NEW - 1HGCY2F76SA033945
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 250975,NEW - 1HGCY2F70SA025680,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1403.PNG,2025 Accord Sedan - 250975,NEW - 1HGCY2F70SA025680,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1403.PNG,2025 Accord Sedan - 250975 - NEW - 1HGCY2F70SA025680
2025 Honda,CR-V,HYBRID AWD SPORT,2025 CR-V - 251014,NEW - 5J6RS6H53SL036703,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1404.PNG,2025 CR-V - 251014,NEW - 5J6RS6H53SL036703,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1404.PNG,2025 CR-V - 251014 - NEW - 5J6RS6H53SL036703
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 250977,NEW - 7FARS4H72SE016123,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1405.PNG,2025 CR-V - 250977,NEW - 7FARS4H72SE016123,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1405.PNG,2025 CR-V - 250977 - NEW - 7FARS4H72SE016123
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 250981,NEW - 7FARS4H71SE016212,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1406.PNG,2025 CR-V - 250981,NEW - 7FARS4H71SE016212,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_1406.PNG,2025 CR-V - 250981 - NEW - 7FARS4H71SE016212
